embedding_name,embedding_base,variant,index_type,query_order,query_row,neighbor_rank,neighbor_row,distance,query_utterance,neighbor_utterance,query_context,neighbor_context,build_time_s,search_time_s
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,1,683102,0.0,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","Oh, I completely forgot to mention that I will also need a hotel that has free parking. Any of the 7 you said have this option?","[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[3] user: The booking will be for only one person, and can I please have a reference number as well?
[4] user: I'd also like to find a 4 star hotel with free wifi, please.
[5] user: Oh, I completely forgot to mention that I will also need a hotel that has free parking. Any of the 7 you said have this option?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,2,572964,4.080288082235206e-13,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","Oh, I completely forgot to mention that I will also need a hotel that has free parking. Any of the 7 you said have this option?","[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[8] user: I'd also like to find a 4 star hotel with free wifi, please.
[9] system: There are 3 hotels which are 4 stars, two in the west and one in the centre. Is there an area which you prefer?
[10] user: Oh, I completely forgot to mention that I will also need a hotel that has free parking. Any of the 7 you said have this option?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,3,92687,4.403886652050437e-13,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","oh, i completely forgot to mention that i will also need a hotel that has free parking. any of the 7 you said have this option?","[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[8] user: i'd also like to find a 4 star hotel with free wifi, please.
[9] system: there are 3 hotels which are 4 stars, two in the west and one in the centre. is there an area which you prefer?
[10] user: oh, i completely forgot to mention that i will also need a hotel that has free parking. any of the 7 you said have this option?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,4,310381,0.3919835090637207,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",i found 7 hotels that meets your criteria . do you want parking ?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[1] system: there are 8 guesthouses that meet that criteria . do you have a preferred price range ?
[2] user: yes i want moderate price range
[3] system: i found 7 hotels that meets your criteria . do you want parking ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,5,625987,0.39198362827301025,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",I found 7 hotels that meets your criteria. Do you want parking?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[1] system: There are 8 guesthouses that meet that criteria. Do you have a preferred price range?
[2] user: Yes I want moderate price range
[3] system: I found 7 hotels that meets your criteria. Do you want parking?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,6,195310,0.39198368787765503,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",i found 7 hotels that meets your criteria. do you want parking?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[1] system: there are 8 guesthouses that meet that criteria. do you have a preferred price range?
[2] user: yes i want moderate price range
[3] system: i found 7 hotels that meets your criteria. do you want parking?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,7,320262,0.43504786491394043,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",there are 8 hotels with free parking . do you prefer a specific area in town ?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[0] user: can you help me find a hotel with free parking ?
[1] system: there are 8 hotels with free parking . do you prefer a specific area in town ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,8,184931,0.4350478947162628,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",there are 8 hotels with free parking. do you prefer a specific area in town?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[0] user: can you help me find a hotel with free parking?
[1] system: there are 8 hotels with free parking. do you prefer a specific area in town?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,9,619073,0.4350478947162628,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",There are 8 hotels with free parking. Do you prefer a specific area in town?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[0] user: Can you help me find a hotel with free parking?
[1] system: There are 8 hotels with free parking. Do you prefer a specific area in town?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,0,258133,10,213328,0.4458608627319336,"oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?",we have 8 hotels offer free parking. did you have a price range in mind? or an area of town you want to stay in?,"[6] user: i 'd also like to find a 4 star hotel with free wifi , please .
[7] system: there are 3 hotels which are 4 stars , two in the west and one in the centre . is there an area which you prefer ?
[8] user: oh , i completely forgot to mention that i will also need a hotel that has free parking . any of the 7 you said have this option ?","[0] user: i'm looking for a hotel with free parking.
[1] system: we have 8 hotels offer free parking. did you have a price range in mind? or an area of town you want to stay in?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,1,588206,4.61340167456914e-13,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,I'm sorry.  That comes out to a 49-minute train ride.  Does that sound agreeable to you?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[7] system: The first train of Sunday leaves at 11:21 and arrives by 12:10. Does that meet your requirements?
[8] user: By travel time, I mean the duration of the train trip.
[9] system: I'm sorry.  That comes out to a 49-minute train ride.  Does that sound agreeable to you?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,2,278012,6.12836821220486e-13,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,i 'm sorry . that comes out to a 49-minute train ride . does that sound agreeable to you ?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[5] system: sure thing , train tr8464 leaves at 11:21. will that work ?
[6] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements ?
[7] system: i 'm sorry . that comes out to a 49-minute train ride . does that sound agreeable to you ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,3,679757,0.6126534938812256,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,"The train ride is 163 minutes, does this suit your needs?","[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[2] user: I would like to leave on Wednesday sometime after 11:30.
[3] system: How about the TR1670? It meets your specifications and leaves at 11:40.
[4] system: The train ride is 163 minutes, does this suit your needs?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,4,201316,0.6126536130905151,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,"the train ride is 163 minutes, does this suit your needs?","[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[2] user: i would like to leave on wednesday sometime after 11:30.
[3] system: how about the tr1670? it meets your specifications and leaves at 11:40.
[4] system: the train ride is 163 minutes, does this suit your needs?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,5,343340,0.6126536726951599,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,"the train ride is 163 minutes , does this suit your needs ?","[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[2] user: i would like to leave on wednesday sometime after 11:30 .
[3] system: how about the tr1670 ? it meets your specifications and leaves at 11:40 .
[4] system: the train ride is 163 minutes , does this suit your needs ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,6,291201,0.7016596794128418,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,there 's a train that leaves at 9 am and arrives at 9:51 am . is that good ?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[0] user: i am looking for a train that departs from cambridge on thursday .
[1] system: there 's a train that leaves at 9 am and arrives at 9:51 am . is that good ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,7,186153,0.7016597986221313,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,there's a train that leaves at 9 am and arrives at 9:51 am. is that good?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[0] user: i am looking for a train that departs from cambridge on thursday.
[1] system: there's a train that leaves at 9 am and arrives at 9:51 am. is that good?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,8,587010,0.7016597986221313,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,There's a train that leaves at 9 am and arrives at 9:51 am. Is that good?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[0] user: I am looking for a train that departs from Cambridge on Thursday.
[1] system: There's a train that leaves at 9 am and arrives at 9:51 am. Is that good?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,9,118266,0.7101597785949707,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,there's a train that leaves at 17:29 and arrives by 18:07. does that sound okay?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[1] system: i am sure i do, where would you like to go?
[2] user: i'd like to go to cambridge and would be leaving on thursday after 16:30. what is available then?
[3] system: there's a train that leaves at 17:29 and arrives by 18:07. does that sound okay?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,1,185989,10,270258,0.7101597785949707,i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?,there 's a train that leaves at 17:29 and arrives by 18:07. does that sound okay ?,"[7] system: the first train of sunday leaves at 11:21 and arrives by 12:10. does that meet your requirements?
[8] user: by travel time, i mean the duration of the train trip.
[9] system: i'm sorry. that comes out to a 49-minute train ride. does that sound agreeable to you?","[1] system: i am sure i do , where would you like to go ?
[2] user: i 'd like to go to cambridge and would be leaving on thursday after 16:30. what is available then ?
[3] system: there 's a train that leaves at 17:29 and arrives by 18:07. does that sound okay ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,1,338072,0.0,"No, but I do want the entrance fee.","no , but i do want the entrance fee .","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[1] user: i am looking for the best museum in the centre of town . please let me know what it is and how much i should expect to pay to get in .
[2] system: the castle galleries is very popular and it has no entrance fee . would you like the address ?
[3] user: no , but i do want the entrance fee .",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,2,205574,4.768948907649118e-13,"No, but I do want the entrance fee.","no, but i do want the entrance fee.","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[2] user: i am looking for the best museum in the centre of town. please let me know what it is and how much i should expect to pay to get in.
[3] system: the castle galleries is very popular and it has no entrance fee. would you like the address?
[4] user: no, but i do want the entrance fee.",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,3,677786,5.841691605272537e-13,"No, but I do want the entrance fee.","No, but I do want the entrance fee.","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[2] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[3] system: The Castle Galleries is very popular and it has no entrance fee. Would you like the address?
[4] user: No, but I do want the entrance fee.",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,4,593402,0.172540545463562,"No, but I do want the entrance fee.","Yes, and I would also like to know the entrance fee.","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[0] user: Hi, Are there any theatres in the south part of town?
[1] system: Yes, The Junction Theatre is in the South part of town.  Would you like their phone number and postcode?
[2] user: Yes, and I would also like to know the entrance fee.",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,5,707655,0.1725405752658844,"No, but I do want the entrance fee.","Yes, and I would also like to know the entrance fee.","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[0] user: Hi, Are there any theatres in the south part of town?
[1] user: Yes, and I would also like to know the entrance fee.",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,6,112870,0.1725405901670456,"No, but I do want the entrance fee.","yes, and i would also like to know the entrance fee.","[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[0] user: hi, are there any theatres in the south part of town?
[1] system: yes, the junction theatre is in the south part of town. would you like their phone number and postcode?
[2] user: yes, and i would also like to know the entrance fee.",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,7,209284,0.1949661821126938,"No, but I do want the entrance fee.",yes. what is the entrance fee?,"[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[2] user: i'd prefer something more geared towards nightlife. maybe a club?
[3] system: ive got five choices here kambar is the club that is recently popular, would you like more information?
[4] user: yes. what is the entrance fee?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,8,678392,0.19496624171733856,"No, but I do want the entrance fee.",Yes. What is the entrance fee?,"[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[1] system: There are many churches in that area.
[2] system: Ive got five choices here kambar is the club that is recently popular, would you like more information?
[3] user: Yes. What is the entrance fee?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,9,342694,0.19496625661849976,"No, but I do want the entrance fee.",yes . what is the entrance fee ?,"[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[2] user: i 'd prefer something more geared towards nightlife . maybe a club ?
[3] system: ive got five choices here kambar is the club that is recently popular , would you like more information ?
[4] user: yes . what is the entrance fee ?",146.03620409965515,0.36637425422668457
all-MiniLM-L6-v2,MiniLM,estatico,IVF,2,734763,10,734359,0.19496625661849976,"No, but I do want the entrance fee.",Yes. What is the entrance fee?,"[0] user: I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me?
[1] user: I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.
[2] user: No, but I do want the entrance fee.","[0] user: We are going to the centre for a night out. Hear you have some great attractions can you help me find something fun?
[1] user: I'd prefer something more geared towards nightlife. Maybe a club?
[2] user: Yes. What is the entrance fee?",146.03620409965515,0.36637425422668457
